	D01E01C	D01E01D	D01E01I	D01E01J	D01E02C	D01E02D	D01E02I	D01E02J	D01E03C	D01E03D	D01E03I	D01E03J	D01E04C	D01E04D	D01E04I	D01E04J	D01E05C	D01E05D	D01E05I	D01E05J	D01E06C	D01E06D	D01E06I	D01E06J	D01E07C	D01E07D	D01E07I	D01E07J	D01E08C	D01E08D	D01E08I	D01E08J	D01E09C	D01E09D	D01E09I	D01E09J	D01E10C	D01E10D	D01E10I	D01E10J	D04E01C	D04E01D	D04E01I	D04E01J	D04E02C	D04E02D	D04E02I	D04E02J	D04E03C	D04E03D	D04E03I	D04E03J	D04E04C	D04E04D	D04E04I	D04E04J	D04E05C	D04E05D	D04E05I	D04E05J	D04E06C	D04E06D	D04E06I	D04E06J	D04E07C	D04E07D	D04E07I	D04E07J	D04E08C	D04E08D	D04E08I	D04E08J	D04E09C	D04E09D	D04E09I	D04E09J	D04E10C	D04E10D	D04E10I	D04E10J	D07E01C	D07E01D	D07E01I	D07E01J	D07E02C	D07E02D	D07E02I	D07E02J	D07E03C	D07E03D	D07E03I	D07E03J	D07E04C	D07E04D	D07E04I	D07E04J	D07E05C	D07E05D	D07E05I	D07E05J	D07E06C	D07E06D	D07E06I	D07E06J	D07E07C	D07E07D	D07E07I	D07E07J	D07E08C	D07E08D	D07E08I	D07E08J	D07E09C	D07E09D	D07E09I	D07E09J	D07E10C	D07E10D	D07E10I	D07E10J	D14E01C	D14E01D	D14E01I	D14E01J	D14E02C	D14E02D	D14E02I	D14E02J	D14E03C	D14E03D	D14E03I	D14E03J	D14E04C	D14E04D	D14E04I	D14E04J	D14E05C	D14E05D	D14E05I	D14E05J	D14E06C	D14E06D	D14E06I	D14E06J	D14E07C	D14E07D	D14E07I	D14E07J	D14E08C	D14E08D	D14E08I	D14E08J	D14E09C	D14E09D	D14E09I	D14E09J	D14E10C	D14E10D	D14E10I	D14E10J	D21E01C	D21E01D	D21E01I	D21E01J	D21E02C	D21E02D	D21E02I	D21E02J	D21E03C	D21E03D	D21E03I	D21E03J	D21E04C	D21E04D	D21E04I	D21E04J	D21E05C	D21E05D	D21E05I	D21E05J	D21E06C	D21E06D	D21E06I	D21E06J	D21E07C	D21E07D	D21E07I	D21E07J	D21E08C	D21E08D	D21E08I	D21E08J	D21E09C	D21E09D	D21E09I	D21E09J	D21E10C	D21E10D	D21E10I	D21E10J	D28E01C	D28E01D	D28E01I	D28E01J	D28E02C	D28E02D	D28E02I	D28E02J	D28E03C	D28E03D	D28E03I	D28E03J	D28E04C	D28E04D	D28E04I	D28E04J	D28E05C	D28E05D	D28E05I	D28E05J	D28E06C	D28E06D	D28E06I	D28E06J	D28E07C	D28E07D	D28E07I	D28E07J	D28E08C	D28E08D	D28E08I	D28E08J	D28E09C	D28E09D	D28E09I	D28E09J	D28E10C	D28E10D	D28E10I	D28E10J	D35E01C	D35E01D	D35E01I	D35E01J	D35E02C	D35E02D	D35E02I	D35E02J	D35E03C	D35E03D	D35E03I	D35E03J	D35E04C	D35E04D	D35E04I	D35E04J	D35E05C	D35E05D	D35E05I	D35E05J	D35E06C	D35E06D	D35E06I	D35E06J	D35E07C	D35E07D	D35E07I	D35E07J	D35E08C	D35E08D	D35E08I	D35E08J	D35E09C	D35E09D	D35E09I	D35E09J	D35E10C	D35E10D	D35E10I	D35E10J	D42E01C	D42E01D	D42E01I	D42E01J	D42E02C	D42E02D	D42E02I	D42E02J	D42E03C	D42E03D	D42E03I	D42E03J	D42E04C	D42E04D	D42E04I	D42E04J	D42E05C	D42E05D	D42E05I	D42E05J	D42E06C	D42E06D	D42E06I	D42E06J	D42E07C	D42E07D	D42E07I	D42E07J	D42E08C	D42E08D	D42E08I	D42E08J	D42E09C	D42E09D	D42E09I	D42E09J	D42E10C	D42E10D	D42E10I	D42E10J
genus174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	265	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	33	0	0	0	0	0	0	185	0	0	0	18	0	0	0	23	0	0	0	0	0	0	0	30	0	0	0	0	0	0	68	63	0	0	0	40	0	0	0	0	0	420	0	27	0	0	0	57	0	0	0	58	0	0	0	12	0	0	0	103	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	48	0	0	0	0	93	54	0	0	0	0	0	28	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0	0	0	0	0	0	0	0	66	6	0	0	0	392	0	0	5	13	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	87	0	0	0	79	73	0	0	0	0	0	0	0	40	0	0	36	51	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	178	0	0	20	68	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	300	0	0	0	0	0	0	25	0	104	0	0	0	18	0	0	0	958	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	145	0	7	0	591	0	3775	0	725	0	427	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	342	0	142	0	0	0	0	672	0	0	0	0	0	24	0	0	0	0	0	0	133	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	18
genus177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	1660	0	9	122	9	0	957	255	0	1032	0	1104	12	0	0	283	131	0	0	267	578	357	0	197	0	0	96	476	11	0	0	165	294	10	0	125	16	2276	40	0	1708	211	0	155	12	0	159	258	945	2	453	148	5	136	99	288	529	0	120	119	16	0	18	354	0	0	0	303	0	0	0	259	16	0	9	346	96	432	0	0	737	0	0	0	485	0	0	175	0	160	90	0	5	72	37	0	526	2	0	166	655	0	0	32	0	0	0	0	48	0	0	263	8137	0	84	0	4	0	0	0	944	3	0	1918	97	472	0	737	266	0	19	0	0	0	147	0	0	91	378	0	0	0	0	0	207	0	0	0	327	0	128	0	280	0	9	0	0	84	187	12	0	0	0	1900	0	0	0	1543	0	0	0	287	0	96	0	6	7	678	0	0	0	0	36	0	0	0	821	255	0	187	0	27	0	0	0	596	0	0	24	261	0	265	76	446	351	0	0	229	0	0	0	303	824	0	0	322	0	0	201	181	874	0	40	189	0	663	31	120	0	1080	0	100	0	583	0	142	0	401	241	509	283	494	0	29	0	0	0	0	0	5	0	0	12	726	37	34	1241	116	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0
genus178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	128	0	0	2485	0	0	0	0	0	46	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	3	0	278	0	0	0	0	0	0	0	0	18	0	0	0	2604	0	0	0	0	0	0	0	0	0	12	43	956	113	12	0	168	0	0	0	0	0	0	0	83	0	0	0	0	0	0	86	3	50	27	104	0	0	0	209	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	433	296	0	0	2	0	0	0	0	0	0	0	111	0	0	0	0	0	0	17	0	2	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	208	0	0	0	0	0	0	0	0	8	3	0	0	0	398	0	0	0	336	0	0	0	369	0	0	0	0	0	0	0	0	0	0	0	291	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	404	0	72	0	137	0	0	0	269	401	0	0	0	0	0	0	0	244	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	48	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	0
genus179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0	0	10	41	83	40	0	3	0	0	110	259	0	0	17	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	103	0	0	374	0	0	0	0	0	64	25	0	0	12	30	0	0	4	0	76	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	748	0	0	0	0	0	0	4	0	0	52	578	0	0	18	2	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	0	0	0	0	0	0	0	0	0	0	64	23	0	0	5	34	0	0	0	0	0	0	0	0	0	0	0	148	0	10	0	0	0	0	0
genus182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	9	0	55	0	0	0	128	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	74	0	0	0	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	143	0	96	0	0	0	2832	0	0	0	0	0	124	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	354	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	102	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	37	449	0	0	0	0	92	0	0	0	0	71	0	0	0	11	17	0	0	0	0	0	0	74	0	0	0	59	0	0	0	0	0	0	0	22	0	188	0	0	0	407	0	16	0	0	0	0	121	0	18	0	0	0	0	0	80	0	0	12	0	0	15	17	0	0	0	69	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	30	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	208	0	151	0	0	0	554	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	12	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	3	0	0	65	326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	39	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	9	0	0	0	16	0	0	0	0	0	85	0	0	0	108	200	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	38	0	378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0	3	551	0	0	0	1374	0	69	0	5	0	0	41	10	304	0	252	0	0	0	0	0	0	0	6	3	0	0	648	325	0	0	24	0	0	0	0	5	160	0	0	0	0	0	0	8	0	46	45	371	0	0	32	727	0	23	0	60	0	39	23	5	0	0	88	0	0	0	0	0	0	0	77	4	0	0	6	7	0	55	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	1584	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1184	6	0	0	0	571	0	0	3	0	0	159	0	0	0	0	0	0	0	0	9	0	0	0	0	0	213	0	16	216	0	0	0	0	0	0	290	0	40	0	0	0	0	380	0	0	53	15	272	0	14	1738	0	0	38	3461	0	0	0	2259	0	0	0	0	0	0	44	3	0	0	0	0	0	0	96	0	0	0	0	368	0	0	0	1983	0	110	4	53	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	110	377	52	0	58	0	50	21	14	0	0	0	0	0	75	50	41	0	82	0	0	387	121	28	0	0	0	0	0	0	0	0	0	0	0	0	0	318	107	0	10	0	0	0	0	0	0	0	0	0	0	0	0	15	0	10	0	0	0	0
genus187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	41	0	0	59	52	0	0	0	0	0	0	0	41	0	0	0	27	0	0	0	0	0	0	0	361	0	0	0	0	0	0	9	0	0	139	0	0	0	0	0	0	0	0	0	40	0	0	49	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	2	0	0	61	138	0	0	0	44	0	813	0	0	0	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	993	0	51	0	0	0	0	0	3	0	0	0	1934	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1004	0	0	0	0	0	0	0
genus188	0	0	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	635	909	847	329	692	1668	7	770	1456	28	7	387	1951	40	750	308	1349	1110	8	245	1227	23	146	294	1407	856	0	223	5064	20	609	293	841	11	508	378	744	190	1569	364	1011	1468	948	228	1141	17	1401	165	1109	608	4	560	1575	2069	4	92	1801	1098	330	195	701	44	1149	262	1483	60	0	125	1098	8	4	0	771	13	30	24	1381	887	155	128	0	12	51	131	591	540	0	394	0	632	98	31	82	15	305	208	0	868	353	247	0	645	338	159	361	297	332	348	202	20	0	288	0	1472	7	166	186	601	0	405	6	875	5	306	1916	393	0	121	3427	329	1407	385	114	892	1868	340	97	305	373	0	3	1044	750	278	442	950	1095	108	526	463	783	105	233	239	732	132	266	4	1089	306	902	0	8	182	1646	0	0	251	6238	0	9	248	1996	0	6	162	25	128	584	205	1393	4398	0	256	28	1911	560	629	2548	1297	0	255	552	420	0	186	1195	0	186	61	1928	466	1045	234	1217	207	0	238	888	3	0	93	1209	855	0	120	1918	0	0	363	1458	1955	167	136	684	1946	6471	334	1023	4	6	229	1267	0	513	554	1628	0	775	183	698	1111	265	70	474	148	3230	256	8	7	13	217	0	39	1285	209	6	2549	589	344	170	1712	373	233	2	96	21	186	0	2190	514	246	86	337	282	8	246	0	12	290
genus189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	844	52	2	0	599	5	0	26	687	11	2	0	379	1161	255	0	611	641	364	0	1164	194	0	0	808	11	0	0	280	435	0	8	1096	0	0	0	963	0	155	0	409	5	0	0	546	181	0	0	498	228	0	29	862	3	0	19	1146	720	0	79	440	4	258	15	1132	7	0	0	676	0	0	0	577	11	8	0	981	387	0	0	0	0	57	0	0	0	0	8	0	0	0	0	0	145	62	16	144	634	56	0	5	6	248	0	382	0	0	0	0	248	0	0	0	0	0	41	0	5	0	0	0	924	65	47	73	0	0	0	0	298	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	249	0	281	0	0	0	47	0	380	0	140	0	0	0	263	0	218	0	92	0	5	0	950	0	602	0	0	0	328	0	0	0	805	11	0	1443	0	6	67	0	0	0	0	0	0	0	1373	779	0	0	1159	939	0	0	904	3	0	0	1046	0	0	0	1153	0	135	15	1796	0	0	274	938	0	0	0	540	0	0	0	780	0	302	0	963	0	126	0	1204	92	689	134	0	0	0	0	4	0	4	10	0	0	676	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	11
genus190	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0	30	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
genus191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
